1,19126049,Nguyen,Hoang Anh Khoi,Male,04/10/2001,302543444176
2,19126050,Hoang,Lan,Female,17/10/2001,104920421167
3,19126053,Duong,Quang Minh,Male,16/12/2001,722333528072
4,19126054,Nguyen,Gia Minh,Female,24/12/2001,702025977501
5,19126055,Tran,Hoang Thao Ngan,Female,18/11/2001,482935958274
6,19126057,Le,Quan Phat,Female,20/04/2001,294015950977
7,19126062,Huynh,Quang Thang,Male,17/01/2001,714617034437
8,19126066,Pham,Dung Thong,Male,20/05/2001,640885881028
9,19126069,Le,Huy Vi,Female,07/04/2001,809909869732
10,19126072,Phan,Tuong Vy,Female,20/03/2001,159903309004
11,19127010,Nguyen,Minh An,Male,15/08/2001,739245028611
12,19127011,Nguyen,Quoc Bao,Female,17/04/2001,348854787723
13,19127017,Truong,Gia Dat,Female,06/11/2001,433438110544
14,19127033,Trinh,Anh Khoa,Female,07/11/2001,613328758837
15,19127034,Doan,Ngoc Nhu Khoi,Female,27/10/2001,622074815670
16,19127039,Tran,Hoang Kim,Female,16/01/2001,198691251755
17,19127044,Daòng,Le Minh,Female,30/07/2001,560853151817
18,19127049,Doan,Huong Ngan,Female,06/01/2001,528834150394
19,19127051,Luu,Thi Hong Ngoc,Male,23/12/2001,312326342439
20,19127054,Thai,Duy Nguyen,Female,14/04/2001,415962183894
21,19127055,Le,Vu Minh Nhat,Female,10/05/2001,178168112129
22,19127057,Tran,Vinh Phat,Male,29/10/2001,754414344656
23,19127072,Nguyen,Nang Tien,Female,08/05/2001,475952573172
25,19127080,Nguyen,Thanh Trung,Female,11/08/2001,173448920329
26,19127095,Ngo,Huy Anh,Female,27/01/2001,634973732450
27,19127100,Le,Tran Gia Bao,Male,08/01/2001,612989931118
28,19127102,Vo,Hoang Gia Bao,Female,11/10/2001,432604996307
29,19127103,Nguyen,Thai Binh,Female,15/07/2001,197314004529
30,19127104,Nguyen,Van Binh,Female,05/04/2001,434657412908
31,19127107,Nguyen,Thu Thao Chau,Female,10/08/2001,681971750677
32,19127108,Ngo,Phu Chien,Female,16/07/2001,207345896613
33,19127109,Bui,Ngoc Chinh,Male,08/10/2001,224488837155
34,19127114,Pham,Thanh Dang,Male,11/12/2001,614135763243
35,19127118,Ta,Cong Dien,Female,23/01/2001,447365055025
36,19127122,Lam,Tri Duc,Male,11/05/2001,694394102548
37,19127125,Le,Duy Dung,Female,29/03/2001,866448565750
