1,19125043,Vu,Thien Hoang,Male,9/6/1999,176039826100
2,19125047,Bui,Quang Huy,Female,26/01/1999,518630137668
3,19125050,Ngo,Nhat Khang,Male,13/09/1999,245071548689
4,19125051,Nguyen,Thieu Khang,Female,7/8/1999,444861616755
5,19125054,Quach,Minh Khoi,Female,10/1/1999,728111431720
6,19125056,Nguyen,Pham Tung Lam,Female,14/04/1999,261483771524
7,19125068,Nguyen,Ngoc Thien,Male,7/3/1999,759508313654
8,19125073,Nguyen,Quoc Khanh Tuyen,Male,3/2/1999,497436647490
9,19125074,Ha,Phuong Uyen,Female,14/05/1999,178791449234
10,19125077,Pham,Quang Vu,Female,22/12/1999,336900818055
11,19125079,Le,Gia Bao,Male,7/6/2000,891544487568
12,19125084,Tran,Hai Anh Dien,Female,21/06/2000,145775086340
13,19125087,Vo,Khuong Duy,Female,5/10/2000,638514702892
14,19125089,Pham,Thi Ngoc Ha,Female,29/03/2000,433663169556
15,19125099,Duong,Van Khoa,Female,3/4/2000,289148088217
16,19125106,Huynh,Tuan Luc,Female,28/03/2000,417267629478
17,19125109,Nguyen,Khanh Nguyen,Female,28/07/2000,374083944486
18,19125113,Dao,Thien Phu,Female,27/11/2000,105524396655
19,19125115,Dinh,Duy Phuoc,Male,17/01/2000,385569531193
20,19125118,Nguyen,Hoang Son,Female,12/10/2000,742386798709
21,19125121,Nguyen,Duc Thang,Female,7/10/2000,149898390506
22,19125126,Nguyen,Ngoc Trung,Male,11/2/2000,737361313678
23,19125128,Vu,Ngoc Tuan,Female,23/07/2000,406998492582
25,19125129,Do,Thanh Tung,Female,18/09/2001,398229712040
26,19125130,Mai,Thi Cam Van,Female,8/11/2001,337781013597
27,19125132,Pham,Dang Quang Vinh,Male,9/11/2001,156688191950
28,19125133,Hoang,Vu,Female,14/01/2001,137948185128
29,19125134,Tran,Vinh Long,Female,7/6/2001,336693358929
30,19125135,Le,Thanh Danh,Female,10/5/2001,615309680818
31,19125136,Le,Thi Kim My,Female,6/4/2001,643217378989
32,19126003,Ho,Ngoc Minh Chau,Female,25/03/2001,107499319578
33,19126006,Vu,Duc Hung,Male,29/07/2001,122089222649
34,19126007,Pham,Vinh Khang,Male,22/07/2001,553584911468
35,19126008,Ngo,Minh Phat,Female,28/08/2001,836973886070
36,19126022,Le,Thien Kim,Male,6/11/2001,352915538977
37,19126027,Cao,Hoang Nhan,Female,6/2/2001,623922453436
38,19126028,Tran,Nguyen Hue Nhu,Female,24/02/2001,332108217187
39,19126031,Ngo,Thien Quang,Female,3/11/2001,894763568721
40,19126035,Le,Hoang Da Thi,Female,6/11/2001,670745627069
41,19126036,Dinh,Vu Boi Tran,Female,18/03/2001,265964566675
42,19126039,Vu,Hoang Anh,Female,13/12/2001,773419954513
43,19126040,Ho,Chi Bao,Male,27/02/2001,271475816887
44,19126042,Phan,Thanh Dat,Male,6/4/2001,402952566961
45,19126044,Le,Trung Hieu,Female,4/7/2001,651420417447
46,19126045,Thinh,Van Hoan,Female,16/11/2001,724886511008
47,19126047,Nguyen,Hoang Hung,Male,6/8/2001,831548293299
