1,19125043,Vu,Thien Hoang,Male,9/6/1999,208855709185,1,6,2,3
2,19125047,Bui,Quang Huy,Female,26/1/1999,363853199473,2,8,0,8
3,19125050,Ngo,Nhat Khang,Male,13/9/1999,454094846003,10,7,2,0
4,19125051,Nguyen,Thieu Khang,Female,7/8/1999,761334954847,6,7,5,10
5,19125054,Quach,Minh Khoi,Female,10/1/1999,712000715565,5,7,10,0
6,19125056,Nguyen,Pham Tung Lam,Female,14/4/1999,129901480555,5,7,1,0
7,19125068,Nguyen,Ngoc Thien,Male,7/3/1999,612122893944,7,4,4,1
8,19125073,Nguyen,Quoc Khanh Tuyen,Male,3/2/1999,197182457730,2,4,0,0
9,19125074,Ha,Phuong Uyen,Female,14/5/1999,885668210907,4,7,2,5
10,19125077,Pham,Quang Vu,Female,22/12/1999,658065681796,2,6,9,7
11,19125079,Le,Gia Bao,Male,7/6/2000,185169700459,3,0,10,4
12,19125084,Tran,Hai Anh Dien,Female,21/6/2000,273599470276,1,3,6,7
13,19125087,Vo,Khuong Duy,Female,5/10/2000,747515034787,6,6,0,1
14,19125089,Pham,Thi Ngoc Ha,Female,29/3/2000,484288040431,6,3,6,10
15,19125099,Duong,Van Khoa,Female,3/4/2000,701271264596,4,3,8,2
16,19125106,Huynh,Tuan Luc,Female,28/3/2000,812160122916,1,3,8,8
17,19125109,Nguyen,Khanh Nguyen,Female,28/7/2000,456790510935,7,10,3,8
18,19125113,Dao,Thien Phu,Female,27/11/2000,535250716733,8,0,4,3
19,19125115,Dinh,Duy Phuoc,Male,17/1/2000,219519315018,1,0,3,7
20,19125118,Nguyen,Hoang Son,Female,12/10/2000,219142957169,7,9,1,2
21,19125121,Nguyen,Duc Thang,Female,7/10/2000,236102621608,7,3,9,8
22,19125126,Nguyen,Ngoc Trung,Male,11/2/2000,112287300243,10,10,3,10
23,19125128,Vu,Ngoc Tuan,Female,23/7/2000,109279988120,6,5,5,5
24,19125129,Do,Thanh Tung,Female,18/9/2001,845755255298,7,3,7,7
25,19125130,Mai,Thi Cam Van,Female,8/11/2001,848639706620,1,9,1,0
26,19125132,Pham,Dang Quang Vinh,Male,9/11/2001,492635588267,2,4,9,9
27,19125133,Hoang,Vu,Female,14/1/2001,100983438048,4,2,2,10
28,19125134,Tran,Vinh Long,Female,7/6/2001,112476929300,2,1,7,0
29,19125135,Le,Thanh Danh,Female,10/5/2001,233610957912,10,3,5,0
30,19125136,Le,Thi Kim My,Female,6/4/2001,286559788079,5,10,9,6
31,19126003,Ho,Ngoc Minh Chau,Female,25/3/2001,124018201648,5,8,0,4
32,19126006,Vu,Duc Hung,Male,29/7/2001,252709568122,3,6,1,2
33,19126007,Pham,Vinh Khang,Male,22/7/2001,563167348653,10,5,5,4
34,19126008,Ngo,Minh Phat,Female,28/8/2001,490237028790,6,9,4,0
35,19126022,Le,Thien Kim,Male,6/11/2001,586633399635,4,0,7,0
36,19126027,Cao,Hoang Nhan,Female,6/2/2001,328060105063,0,0,7,6
37,19126028,Tran,Nguyen Hue Nhu,Female,24/2/2001,627025677444,2,8,6,9
38,19126031,Ngo,Thien Quang,Female,3/11/2001,594896241231,4,3,5,0
39,19126035,Le,Hoang Da Thi,Female,6/11/2001,282818411753,5,6,5,8
40,19126036,Dinh,Vu Boi Tran,Female,18/3/2001,286325838732,1,4,0,6
41,19126039,Vu,Hoang Anh,Female,13/12/2001,794891373656,3,6,9,5
42,19126040,Ho,Chi Bao,Male,27/2/2001,412247181992,6,10,6,9
43,19126042,Phan,Thanh Dat,Male,6/4/2001,462061139741,4,3,7,8
44,19126044,Le,Trung Hieu,Female,4/7/2001,818156452681,10,3,10,8
45,19126045,Thinh,Van Hoan,Female,16/11/2001,244399582149,4,2,6,7
46,19126047,Nguyen,Hoang Hung,Male,6/8/2001,568402524867,10,0,9,8
